day_idx,date,quarter,revenue,oracle_rev,capture,init_soc,final_soc
1763,2025-08-30,3,9180.119998807837,46443.98067294192,19.766005983539948,0.5,0.05083150100137057
1764,2025-08-31,3,34386.48602073785,65509.431826330765,52.49089339058594,0.5,0.05124725150205556
1765,2025-09-01,3,113913.03109873408,125205.25030930001,90.98103379637014,0.5,0.051940750500685584
1766,2025-09-02,3,84521.65891582271,106551.443640877,79.32474307968658,0.5,0.05265975150205571
1767,2025-09-03,3,5536.320697135023,54702.50539096658,10.120780862898604,0.5,0.0525907505006854
1768,2025-09-04,3,53815.10116515337,74503.559588226,72.2315839170427,0.5,0.05265975150205571
1769,2025-09-05,3,52875.7693377116,87966.52035147045,60.1089700109159,0.5,0.052313002002740805
1770,2025-09-06,3,53048.766172257834,76068.84021175292,69.73784012558352,0.5,0.05435000000000012
1771,2025-09-07,3,108842.43563163276,121954.17415515428,89.24863489556304,0.5,0.050528250500685545
1772,2025-09-08,3,9361.034738990193,132103.5370392102,7.086134821819119,0.5,0.05096950300411107
1773,2025-09-09,3,78933.67163162115,107858.3038286177,73.18274887489741,0.5,0.05441900100137034
1774,2025-09-10,3,78766.48969774746,98332.59558899546,80.10211591176825,0.5,0.05300650100137061
1775,2025-09-11,3,19367.143445893325,42172.68782559292,45.923426853861045,0.5,0.05000000000000018
1776,2025-09-12,3,22657.308001236426,43213.66832984083,52.430883275860694,0.5,0.05083150100137024
1777,2025-09-13,3,89777.28791109729,102134.5560753822,87.9009919471678,0.5,0.050112500000000226
1778,2025-09-14,3,94850.08605110468,108388.70868990001,87.50919463619654,0.5,0.05235650100137068
1779,2025-09-15,3,34983.14058007062,93809.89615503282,37.291524683340995,0.5,0.054834751502055634
1780,2025-09-16,3,89946.50964153052,119628.86411902592,75.18796596784313,0.5,0.05027600400548149
1781,2025-09-17,3,92384.05076443448,109653.88734673345,84.2505933896438,0.5,0.05159400100137057
1782,2025-09-18,3,91037.17077296614,111996.19991,81.28594617149822,0.5,0.050528250500685545
